company,currency,date_posted,description,emails,interval,is_remote,job_function,job_level,job_type,job_url,job_url_direct,listing_type,location,max_amount,min_amount,title
Nigel Frank,,,"A rapidly growing Microsoft Partner Consultancy are looking for a number of skilled Senior Data Engineers to join their expanding Data Engineering team.

They've developed a cutting-edge Microsoft-aligned Data Platform to help their customers better manage their data, expand their data capabilities, and uncover new insights.

With clients spread across the UK and Europe, this role is remote, and therefore open to candidates across the UK. Every other month there is a company-wide event in London, allowing you to celebrate success and socialise with your colleagues.

As a Senior Data Engineer, you'll work on the end-to-end development and implementation of enterprise-level data solutions for their clients. This may involve working on data and systems integration, through to data visualisation. You can expect to work on a varied tech stack including SQL, Azure Data Factory, Azure Data Lake, Azure Synapse, Power BI and Fabric.

This role would be well-suited to an ambitious Data professional, who likes the idea of joining a highly-successful Consultancy with excellent opportunities for progression.

Requirements:
• Strong SQL development skills including high-performance stored procedures
• Strong ETL experience using Azure Data Factory
• Experience working with Azure Synapse
• Experience developing reporting solutions in Power BI
• Any experience with Microsoft Fabric would be a real bonus but not essential
• Strong communication and stakeholder management skills

Benefits:
• Salary up to £60,000 depending on level of experience
• Bonus
• Company pension - 5% matched
• Life insurance
• Private medical insurance

Please Note: This is a permanent role for UK residents only. This role does not offer Sponsorship. You must have the right to work in the UK with no restrictions. Some of our roles may be subject to successful background checks including a DBS and Credit Check.

Tenth Revolution Group / Nigel Frank are the go-to recruiter for Power BI and Azure Data Platform roles in the UK, offering more opportunities across the country than any other. We're the proud sponsor and supporter of SQLBits, and the London Power BI User Group. To find out more and speak confidentially about your job search or hiring needs, please contact me directly at v.simpson@tenthrevolution.com",v.simpson@tenthrevolution.com,,True,,,fulltime,https://www.nigelfrank.com/nl/job/a0MaA000000RzQn.4_1732307362/senior-azure-data-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Birmingham,,,Senior Azure Data Engineer
Trainline,,,"Company Description

We are champions of rail, inspired to build a greener, more sustainable future of travel. Trainline enables millions of travellers to find and book the best value tickets across carriers, fares, and journey options through our highly rated mobile app, website, and B2B partner channels.

Great journeys start with Trainline 🚄

Now Europe’s number 1 downloaded rail app, with over 125 million monthly visits and £5.3 billion in annual ticket sales, we collaborate with 270+ rail and coach companies in over 40 countries. We want to create a world where travel is as simple, seamless, and affordable as it should be.

Today, we're a FTSE 250 company driven by our incredible team of over 1,000 Trainliners from 50+ nationalities, based across London, Paris, Barcelona, Milan, Edinburgh, Berlin, Madrid, and Brussels. With our focus on growth in the UK and Europe, now is the perfect time to join us on this high-speed journey!

Job Description

💻 Senior Data Engineer 📍London (Hybrid, 40% in office) 💸 £Salary + Benefits

Introducing Data Engineering at Trainline 👋

Data Engineering is essential to how we unlock the value of data at Trainline. Our mission is to liberate Trainline data and delight customers with great data products built on a frictionless, modern data platform. Our data products include machine learning models that add real value to the customer journey, streaming data applications that personalize the customer experience in real time, dashboards that drive deep business and customer insight and intuitive and efficient data marts and metrics built on our modern data lakehouse.

As a Senior Data Engineer (Scala), you will be part of a cross-functional data product team working alongside data scientists, machine learning engineers and BI engineers. Our data product teams are deeply embedded in the business so your work will have high impact by either drive key business decisions, provide deep customer insights or by adding intelligent machine learning experiences right in the core of our customer journeys.

We use an agile delivery playbook that encourages incremental and iterative delivery, aims to release value early and often, measure the impact of work and using hypotheses to ensure we are solving real customer problems. Our data platform is a modern, cloud-native, lake house using best-of-breed technologies and partners, all based on the AWS public cloud.

We empower our Data teams and give engineers high levels of autonomy and freedom to innovate. We encourage continuous learning with clear career progression plans, innovation/hack days and training opportunities such as DataCamp.

As a Senior Scala Data Engineer at Trainline, you will...
• Use cutting-edge Data technology to deliver world-class data products using a combination of streaming technologies, machine learning and automated data pipelines.
• Work in self-organised, cross-functional data teams alongside machine learning engineers, BI engineers and product managers.
• Drive continuous improvement to the software engineering and agile working practices of the team.
• Contribute to the Technical / Architecture direction of the team.

Qualifications

We'd love to hear from you if you...🔍
• Thrive in a diverse, open and collaborative environment where impact is as valuable as technical skill
• Have excellent knowledge of Scala and the JVM ecosystem
• Possess strong understanding of functional programming paradigms and a willingness to adopt other languages (not only JVM languages)
• Have consistent background in software development in high volume environments
• Have a pragmatic and open-minded approach to achieving outcomes in the simplest way possible
• Have worked with stream processing technologies (Kafka, Storm, AWS Kinesis, etc)
• Have experience with AWS services especially EMR, ECS, EKS.
• Have an obsession with software quality, Dev Ops and automation
• Work well in lean, agile, cross-functional product teams using Scrum and Kanban practices
• Are a good communicator and comfortable with presenting ideas and outputs to technical and non-technical stakeholders

Our technology stack 💻
• Python
• Scala and the JVM
• Kafka, Kafka Streams and KSQL
• AWS, S3, Parquet, Iceberg, Glue and EMR for our Data Lake
• Terraform and Docker
• Elasticsearch and Dynamodb
• Spark and Airflow
• Trinio (Starburst) and Presto (Athena)
• ML Flow and popular Python machine learning and analysis libraries

The interview process 🚉
• Recruiter Call (30 mins)
• Meet the manager (30 mins)
• Technical discussion with x2 Engineers (60 mins)
• Meeting a cross-functional team member (30 mins)

Additional Information

Enjoy fantastic perks like private healthcare & dental insurance, a generous work from abroad policy, 2-for-1 share purchase plans, extra festive time off, and excellent family-friendly benefits.

We prioritise career growth with clear career paths, transparent pay bands, personal learning budgets, and regular learning days. Jump on board and supercharge your career from day one!

Our values represent the things that matter most to us and what we live and breathe every day, in everything we do:
• 💭 Think Big - We're building the future of rail
• ✔️ Own It - We focus on every customer, partner and journey
• 🤝 \u200bTravel Together - We're one team
• ♻️ Do Good - We make a positive impact

Interested in finding out more about what it's like to work at Trainline? Why not check us out on LinkedIn, Instagram and Glassdoor.",,,False,,,fulltime,https://www.theround.com/trainline-jobs/senior-data-engineer---scala/3a0f84ae-5e4b-41d8-8921-6a6088d07f59?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,Senior Data Engineer - Scala
Checkout.com,,,"Company Description

Checkout.com is one of the most exciting fintechs in the world. Our mission is to enable businesses and their communities to thrive in the digital economy. We’re the strategic payments partner for some of the best known fast-moving brands globally such as Wise, Hut Group, Sony Electronics, Homebase, Henkel, Klarna and many others. Purpose-built with performance and scalability in mind, our flexible cloud-based payments platform helps global enterprises launch new products and create experiences customers love. And it's not just what we build that makes us different. It's how.

We empower passionate problem-solvers to collaborate, innovate and do their best work. That’s why we’re on the Forbes Cloud 100 list and a Great Place to Work accredited company. And we’re just getting started. We’re building diverse and inclusive teams around the world — because that’s how we create even better experiences for our merchants and our partners. And we need your help. Join us to build the digital economy of tomorrow.

Job Description

The role

By joining the Product Analytics team, you will be responsible for enabling key insights on how products are performing and establishing a single source of truth for North Star and tracking metrics. You will work closely with product managers and product data scientists to shape the product’s evolution at Checkout.

You'll have the opportunity to build new data products and introduce step changes in how we view analytics for these critical areas. You'll have end-to-end ownership of multiple data products from design to implementation and operationalizing them

Hybrid Working Model: All of our offices globally are onsite 3 times per week (Tuesday, Wednesday, and Thursday). We’ve worked towards enabling teams to work collaboratively in the same space, while also being able to partner with colleagues globally. During your days at the office, we offer amazing snacks, breakfast, and lunch options in all of our locations.

How you’ll make an impact
• Design and implement high-performance, reusable, and scalable data models for our data warehouse using dbt and Snowflake
• Design and implement Looker structures (explores, views, etc) which will enable users across the organization to self-serve analytics
• Work closely with data analysts and business teams to understand business requirements and provide data ready for analysis and reporting
• Continuously discover, transform, test, deploy and document data sources and data models
• Apply, help define, and champion data warehouse governance: data quality, testing, documentation, coding best practices and peer reviews
• Take initiative to improve and optimise analytics engineering workflows and platforms

Qualifications

What we’re looking for
• Proven delivery experience as a data, business intelligence or analytics engineer
• Hands-on proven data modeling and data warehousing skills demonstrated in large-scale data environments
• Proven experience in software development lifecycle in analytics (e.g. version control, testing, and CI/CD)
• Excellent SQL and data transformation skills (e.g. ideally proficient in dbt or similar)
• Familiarity with at least one of these Cloud technologies: Snowflake, AWS, Google Cloud, Microsoft Azure
• Passionate about sales, finance, customer, marketing and/or product analytics data
• Good attention to detail to highlight and address data quality issues
• Excellent time management and proactive problem-solving skills

Additional Information

Apply without meeting all requirements statement

If you don't meet all the requirements but think you might still be right for the role, please apply anyway. We're always keen to speak to people who connect with our mission and values.

We believe in equal opportunities

We work as one team. Wherever you come from. However you identify. And whichever payment method you use.

Our clients come from all over the world — and so do we. Hiring hard-working people and giving them a community to thrive in is critical to our success.

When you join our team, we’ll empower you to unlock your potential so you can do your best work. We’d love to hear how you think you could make a difference here with us.

We want to set you up for success and make our process as accessible as possible. So let us know in your application, or tell your recruiter directly, if you need anything to make your experience or working environment more comfortable. We’ll be happy to support you.

Take a peek inside life at Checkout.com via
• Our Culture video https://youtu.be/BEwnpHuadSw
• Our careers page https://www.checkout.com/careers
• Our LinkedIn Life pages bit.ly/3OaoN1U
• Our Instagram https://www.instagram.com/checkout_com/",,,False,,,fulltime,https://jobs.smartrecruiters.com/Checkoutcom1/744000031055562-senior-data-analytics-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,Senior Data Analytics Engineer
Getting In Limited,,,"Level 5 Data Engineer Apprenticeship

Apply From: 22/12/2024

Learning Provider

Delivered by QA LIMITED

Employer

GREENWOOD ACADEMIES TRUST

Vacancy Description
• Assisting in data integration projects by extracting data from various sources (e.g., databases, APIs, flat files) and transforming it into a usable format for analysis and reporting.
• Performing data cleansing and transformation activities, including identifying and correcting errors, standardising formats, and enriching data using various techniques.
• Supporting the development of data models by creating and maintaining documentation, assisting with data mapping, and contributing to the design of database schemas.
• Collaborating with the data engineering team on projects related to migrating data to a cloud-based platform.
• Contributing to the creation of data visualisations and reports to present insights to stakeholders.

Key Details
Vacancy Title

Level 5 Data Engineer Apprenticeship

Employer Description

The Greenwood Academies Trust (GAT) currently has 39 open academies educating approximately 17,000 pupils across seven local authority areas.

Vacancy Location

17 Brunel Way PO15 5TX

Wage Frequency

Custom

Number of Vacancies

1

Vacancy Reference Number

1000292516

Key Dates
Apply From

22/12/2024

Closing Date For Applications

2025-01-10 23:59:59

Interview Begin From
Possible Start Date

2025-01-30 00:00:00

Training
Training to be Provided

Data Engineer Level 5.

Whilst working for Greenwood Academies Trust (GAT) you will be undertaking a significant amount of your apprenticeship training at Medhurst Communications, who are an education-focused Managed Service Provider (MSP) and technology provider, and will provide the professional development and support, in addition to your line management within GAT.

Learning Provider

QA LIMITED

Skills Required

Communication skills, IT skills, Attention to detail, Organisation skills, Problem solving skills, Number skills, Analytical skills, Logical, Team working, Creative, Initiative.

Apply Now

#J-18808-Ljbffr",,,False,,,fulltime,https://uk.jora.com/job/Data-Engineer-d1f16b7bbc9d33a05b4f2065d1fd29e4?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Slough,,,level 5 Data Engineer Apprenticeship
Nigel Frank,,,"Senior Azure Data Engineer - Remote - £60,000

I am working with a data driven Microsoft partnered consultancy who are looking for a Senior Data Engineer to join their growing team. You will have the opportunity to work with some of the latest Microsoft technologies such as Microsoft Fabric and Databricks.

You will join a team at the centre of a number of data-driven projects where you will be responsible for the design, development and creation of data solutions. You will work on the full end-to-end product lifecycle from platform design to insights creation.

As part of this role, you will be responsible for some of the following areas
• Design, develop and maintain data pipelines that are responsible for the ingestion and transformation of data between different sources
• Create and develop data models
• The creation of insightful and accurate data visuals/reports/dashboards
• Work closely with stakeholders from different departments to ensure their data needs can be met

To be successful in the role you will have
• Strong ETL experience with tools such as ADF or SSIS
• Strong experience with Python/PySpark
• Experience working with Azure technologies - Synapse, Fabric, Data Lake
• Data visualisation experience with Power BI

This is just a brief overview of the role. For the full information, simply apply to the role with your CV, and I will call you to discuss further. My client is looking to begin the interview process ASAP, so don't miss out, APPLY now! To do so please email me at a.pinkerton@nigelfrank.com or call me on 0191 3387487.

Nigel Frank International are the go-to recruiter for Power BI and Azure Data Platform roles in the UK offering more opportunities across the country than any other recruitment agency. We're the proud sponsor and supporter of SQLBits, Power Platform World Tour, the London Power BI User Group, Newcastle Power BI User Group and Newcastle Data Platform and Cloud User Group. We are the global leaders in Microsoft recruitment.",a.pinkerton@nigelfrank.com,,True,,,fulltime,https://www.nigelfrank.com/job/a0MaA000000Qo7d.5_1731954128/senior-azure-data-engineer-remote-gbp60000?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,"Senior Azure Data Engineer - Remote - GBP60,000"
HashiCorp,,,"P3

US - Remote

JR103862

About the team

We're looking for talented Data Engineers to join our Threat Detection and Response Team (TDR). This team will help defend HashiCorp by enhancing strategic detection, response, and prevention patterns across all of our products and the enterprise. This person will be responsible for expanding and maturing our approach to delivering visibility across all major cloud providers to ensure we have an accurate record of actions performed across each layer of our technology stacks.

About Us

HashiCorp is a fast-growing organization that solves development, operations, and security challenges in infrastructure so organizations can focus on business-critical tasks. We build tools to ease these decisions by presenting solutions that span the gaps. Our tools manage both physical machines and virtual machines, Windows, and Linux, SaaS and IaaS, etc. Our open source software is used by millions of users to provision, secure, connect, and run any infrastructure for any application. The Global 2000 uses our enterprise software to accelerate application delivery and drive innovation through software.

What you'll do (responsibilities)

As a member of our Security team, you'll be responsible for ensuring we have the best practices implemented across our multi-cloud environment. You will partner with engineering and other stakeholders to define and drive secure by default environments supporting our products and the enterprise. We're heavily invested in tooling and automation, and the ability to continually improve these areas will be key to success as we scale our environments to meet customer demand.

Engineering at HashiCorp is largely a remote team. While prior experience working remotely isn't required, we are looking for team members who perform well given a high level of independence and autonomy.

HashiCorp embraces diversity and equal opportunity. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. We believe the more inclusive we are, the better our company will be.

What you'll need (basic qualifications)
• 2+ years in an engineering role focused on large scale data collection in the cloud, using cloud-native tooling
• Working knowledge of batch or streaming data processing pipelines
• * Collect, Normalize, Tag, Enrich
• Windowing and time series transformation
• Working knowledge of patterns of information retrieval and optimizing query workload
• * Developing aggregates, views, summaries, and indices to accelerate access to data
• Profiling query workloads using query planner output or other diagnostic tooling to identify performance bottlenecks
• Profiling resource consumption to optimize expenditure on storage and transit
• Planning, dispatching, and monitoring query workload to ensure on-time delivery of information with optimal use of resources
• Experience working with multiple data query models
• * Relational, key-value, graph, document, full-text search
• Maintaining and evolving shared query content through source code management practices
• Natural curiosity and an interest in Threat Detection, Incident Response, Fraud, and/or Threat Intel problem space and the desire to be exposed to and develop these skill areas while serving in a development-focused role
• You have experience taking a periodic on-call rotation in a distributed team
• Publicly released tools or modules or open source contributions

You have experience with some or all of these :
• Strong programming skills in one or more general-purpose languages (Python, Go, Rust, etc.) and familiarity with one or more infrastructure as code languages (Terraform, AWS CDK) in a production capacity
• Experience with git based code review workflows
• AWS, GCP, Azure
• AWS EC2, Lambda, Step Functions, ECR/ECS/EKS, S3
• Logging Infrastructure and ETL Pipelines - fluentd, logstash, vector, kafka, kinesis or similar
• CI/CD - Building pipelines involving Jenkins, CircleCI, GH Actions, etc...
• Solid foundation of Linux and exposure linux in cloud provider environments

#LI-Remote",,,True,,,fulltime,https://uk.indeed.com/viewjob?jk=4ff8b7c5b3ade025&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,Security Data Engineer (UK)
Gresham Hunt,,,"Data Engineering Team Lead

Financial Services

London, UK – Hybrid, 2 days/week in office

Salary: £70-75,000 + DOE

Gresham Hunt is currently partnered with a leading financial services provider who are seeking an experienced Data Engineering Team Lead to join their London-based team. This is an exciting opportunity to play a lead role in the development of the cloud migration strategy as well as maintaining the firms existing legacy on-prem database infrastructure.

Responsibilities:
• Oversee the establishment of a framework, processes, and systems for a central data view to run and improve the business with strategy and governance.
• Lead the migration of on-premise legacy databases to the cloud, including developing a strategy, plan, and implementation with other teams.
• Oversee the engineering processes to build data pipelines, integrate data sources, clean and transform data.
• Coach the team on techniques for building code to extract raw data and ensure data quality across the pipeline.
• Provide expertise on transforming raw data for downstream data sources.
• Guide the development of data tools for data transformation, management, and access.
• Advise the team on writing and validating code to test data platform storage and availability for improved resilience.
• Oversee the implementation of performance monitoring protocols across data pipelines.
• Coach the team on building visualizations and aggregations to monitor pipeline health.
• Implement solutions to minimize points of failure across environments.
• Oversee the design of data modelling and handling procedures to ensure compliance with all applicable laws and policies.
• Work with stakeholders across directorates to address data concerns.
• Support assessment of data costs, access, usage, use cases, dependencies across products, and data availability for internal and external stakeholders.
• Build cross-functional relationships with IT, Security, and Architecture to support data requirement delivery to business stakeholders.

The Successful Candidate will have experience in:
• Team Leadership: Previous experience managing a team of Data Engineers and Analysts.
• Database Management: Extensive knowledge of MS SQL databases, both Azure cloud and on-premises, including design, modelling, and architecture.
• Cloud Migration: Experience in migrating legacy applications to the cloud.
• Data Tools and Programming: Proficiency in data tools and programming languages like Python, DAX, R, M, VBA, and the SQL Stack (SSMS, SSIS, SSAS, SSRS).
• Data Visualization: Experience with data visualization tools such as Power BI, Qlik, and Tableau.
• Data Engineering and Analytics: Proven ability to establish, develop, and implement a data engineering and data analytics practice area or function.
• Stakeholder Management: Effectively understanding and addressing stakeholder needs.
• Graphical Development Tools: Experience with tools like Data Flows, Ab Initio, and Power Apps (desirable).

For a confidential conversation please forward your CV to: tom.haussrer@greshamhunt.com

All candidates must currently be based in the UK with full right to work.",tom.haussrer@greshamhunt.com,,False,,,fulltime,https://www.greshamhunt.com/job/data-engineering-team-lead?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,Data Engineering Team Lead
Zebra People,,,"Do you have a robust background in software and data engineering with extensive experience using GCP? Based in Bristol, this forward-thinking financial services company is looking for a talented Data Engineer to join their Consumer Servicing and Engagement Platform team. This role is pivotal in developing innovative financial tools and insights that empower millions of customers to take control of their finances. Ready to make a significant impact and drive change in the industry?

The client

About them

This innovative financial services firm is on a mission to redefine how they serve their extensive customer base through strategic investments in technology, data, and people. They are committed to fostering an inclusive workplace that mirrors the diversity of their customers. The company emphasizes personal and professional growth, encouraging continuous learning and development. With a strong focus on work-life balance, they offer flexible working arrangements and a supportive environment where employees can thrive.

By joining this team, you will be part of a transformative journey, working on cutting-edge projects that impact millions of users. The immediate focus will be on enhancing their money management tools and adding exciting new features, making a significant difference in the financial wellbeing of their customers.

The role

What will I be doing?

You will play a critical role in the design, development, and deployment of new features within the Consumer Servicing and Engagement Platform. Collaborating closely with Business Analysts, Product Owners, Architects, and Engineering Leads, you will drive the development process within an agile framework. Your contributions will focus on creating, supporting, and enhancing financial management tools, ensuring high-quality engineering practices are upheld.

The candidate

What’s in it for me?

You’ll receive a competitive salary of up to £80K, and hybrid working along with a robust benefits package. Benefits include a substantial pension contribution of up to 15%, an annual performance-based bonus, and participation in share schemes, including free shares. You’ll also get 30 days of holiday plus bank holidays, access to various well-being initiatives, generous parental leave policies, and adaptable lifestyle benefits such as discounted shopping.

What experience do I need?

You will have a strong software engineering background and extensive experience with GCP cloud. With proficiency in Java and Golang (preferably both), experience in real-time data processing and application streaming using Kafka, and proficiency with Docker and container orchestration tools like Kubernetes. A solid understanding of how system design impacts scalability, resilience, and supportability is crucial. While a background in software engineering rather than pure data engineering is preferred here, experience with machine learning algorithms would also be advantageous here.",,,False,,,fulltime,https://zebrapeople.com/job/data-engineer-gcp/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Bristol,,,Data Engineer (GCP)
RKY Careers,,,"£45k - £55k per annum

Snowflake Data Engineer - £60,000 - London - Visa Sponsorship available

Do you like working with the latest technology and are interested in enhancing your tech abilities? Our client has an exciting opportunity for a highly skilled Data Engineer with significant experience of Snowflake. As well as being an expert in the Snowflake cloud platform, you'll have a strong background in Data Ingestion and Integration, designing and implementing ETL pipelines on various technologies, Data Modelling and a rounded understanding of data warehousing.

What you will have experience with:
• Experience of delivering end to end solutions with different databases technologies focusing on Snowflake but also Dynamo, Oracle, SQL Server, Postgres.
• Experience of managing data using the Data Vault architecture and managing it through DBT.
• Strong understanding of data manipulation/wrangling techniques in SQL along with at least one of the following Python, Scala, Snowpark or PySpark.
• Experience in designing structure to support reporting solutions optimised for use from tools like Qlik, Tableau etc. Good understanding of modern code development practices including DevOps/DataOps but also Agile.
• Strong interpersonal skills with the ability to work with customer to establish requirements and then design and deliver the solution. Taking the customer on the end-2-end journey with you.

What you'll get for this role:
• Salary up to £60,000 London
• Generous pension (starting level client contributes 8% when you contribute 2%)
• Part of the Sales Bonus Scheme
• Family friendly parental and carer's leave
• 29 days holiday per year plus bank holidays and the option to buy/sell up to 5 additional days
• Up to 40% discount for products
• Brilliant flexible benefits
• Matching Share Plan and Save As You Earn scheme
• 21 volunteering hours per yearIf this is something you'd like to hear more baout please apply or reach me directly on [ Email address blocked ]

Recommended Skills
• Agile Methodology
• Architecture
• Cloud Platform System
• Data Ingestion
• Data Modeling
• Data Processing

Apply to this job.Think you're the perfect candidate?

Job ID: DCJFISF001

APPLY HERE",,,False,,,fulltime,https://rkycareers.com/jobs/snowflake-data-engineer-london-salary-to-55000-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,"Snowflake Data Engineer – London – Salary to £55,000"
Atom bank,,,"We’re Atom bank The bank that’s leading the fintech charge! We’re not like the rest. We’re true innovators, and we’re redefining what a bank…",,,False,,,fulltime,https://www.atombank.co.uk/careers/technology/bi-engineer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Durham,,,BI Engineer
CTI Digital,,,"We are seeking an experienced and detail-oriented Data Systems Engineer. The ideal candidate will have experience with cloud-based data storage/manipulation systems and strong analytical skills, with the ability to turn complex data into actionable insights. The Data Systems Engineer will play an instrumental role in the data transformation process at CTI to drive data-driven decision-making and enhance our understanding of business performance.
A bit about the job.
• Maintain, improve and extend our data warehouse, Tableau reporting suite and other related tools/platforms
• Work with dbt and Tableau to reliably combine data from multiple systems/platforms into a fully related, normalised structure suitable for efficient tracking and reporting
• Liaise with internal stakeholders from around the business to ensure management systems and reporting outputs meet business requirements
• Identify and suggest potential improvements to systems and data structures which would delivery enhanced insight and operational efficiencies, based on a comprehensive understanding of business processes
• Work with a programme coordinator to maintain a roadmap of improvements, work with business stakeholders to prioritise items and ensure they are delivered accordingly
• Implement rigorous data quality assurance processes to ensure data accuracy, completeness and integrity
• Ensure all company data remains secure, with access provided to relevant members of the team
• Maintain full documentation of the systems and structures in place.

Qualities and Skills
• dbt
• Tableau Cloud development and management
• Fivetran or similar ELT systems
• Advanced relational database (PostgreSQL or similar) schema development/maintenance and querying skills
• AWS infrastructure and Bitbucket pipelines (desirable)
• Proven experience as a Data Analyst, Data Systems Engineer or similar role
• Exceptional attention to detail and accuracy in work
• Strong analytical and problem-solving skills
• Excellent communication (written and verbal), organisational and interpersonal skills
• Ability to work autonomously but also as part of a team
• A constant desire to improve efficiency and usefulness of management systems and reporting outputs

Location: Our head office is Manchester city centre (Ancoats) - we adopt a hybrid working model (2 days in the office per week)

Salary: DOE

Why CTI Digital?

Having recently received a £25 million investment, CTI is now on an accelerated path with growth in several areas across the business and its other brands. We are committed to ensuring our employees have the best possible opportunities to learn and develop along the way, offering continued professional development days for all levels of the business with a dedicated budget. We pride ourselves on providing high-quality services to clients and recognise the hard work that our staff do that's why we also offer many other benefits including:
• 28 days annual leave, in addition to the bank holidays
• Six days per year for your continuing professional development (CPD)
• Personal training and development fund
• Workplace nursery scheme
• Health cash plan
• Cycle-to-work scheme
• Life assurance scheme
• Flexible working hours
• Employee Assistance Programme
• Annual subscription to Leafyard, a mental wellbeing platform
• Pension 4% matched
• Free breakfast on a Monday (if in the office)
• Company socials

At CTI Digital, we are committed to fostering an inclusive, equal and diverse workplace. We encourage candidates from all backgrounds & communities to apply. If you are a skilled professional with a passion for digital transformation to help businesses succeed, we would love to hear from you. You can also find out more about our work with equality, diversity and inclusion here.",,,False,,,fulltime,https://careers.ctidigital.com/jobs/5388193-data-systems-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Manchester,,,Data Systems Engineer
Maxwell Bond,,,"I'm searching for a Data Engineer

Manchester based: Hybrid

Up to £55,000 salary(plus bonus)

Are you a Data Engineer who is passionate about Data and looking for a new challenge?

I am working with a utilities provider who are currently looking to bring on a Data Engineer to play a vital role in developing and maintaining data pipelines, infrastructure and systems.

What's in it for the successful Data Engineer:
• Joining a company at an exciting time as they transition from on-premises to a cloud base data lake.
• Working for a data driven organisation.
• Hybrid working for a better work/life balance.

The successful Data Engineer will have:
• 2+ years of experience in a Data role.
• Excellent communication skills and ability to communicate with technical and non-technical stakeholders.
• Proven working experience with Azure, Python and SQL.

This position does not offer Visa Sponsorship, please refrain from applying if you require sponsorship at any stage.

If this sounds like you, please contact myself or apply directly with your CV!

“By applying for this role, you provide us with consent to process your data in line with our Privacy Policy, full details can be found on our website.""",,,False,,,fulltime,https://www.maxwellbond.co.uk/jobs/Data-Engineer-6045?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Greater Manchester,,,Data Engineer
Attis Global,,,"Job Description

Senior Data Engineer required to join a household name brand with core ESG values which focus on climate action, decarbonisation, and ED&I, based in the Southampton area (Hybrid).

On offer is a competitive package of £90k+, made up of a £70k salary, bonus and:
• A very large benefits package (20+ benefits)
• Training in skills gaps such as architecture, or tools like Snowpark / SnowDDL etc
• A fun environment! The manager is particularly friendly, encouraging, and welcoming.
• Support from a diverse team of industry experts and enthusiasts
• A flexible and hybrid working environment
• A chance to really make a mark on the data team,

Your responsibilities will include
• Technical Leadership of small team of Data Engineers
• Designing, Developing and Maintaining scalable, reliable, and secure data pipelines that power their BI, analytics, and data applications, using dbt and Snowflake.
• Support the development of the Data Architecture
• Write high-quality code, perform data cleansing, transformation, and validation, and implement best practices for data quality and governance.

To be successful in this role, you should have:
• At least 3 years of experience as a data engineer or a similar role, working with large-scale data systems and pipelines
• Expertise with Snowflake and DBT
• Proficient in Python
• Github code repository experience,
• CI pipeline knowledge
• Data Warehousing expertise, SSIS beneficial
• Excellent communication, collaboration, and problem-solving skills
• A positive outlook on life!

PLEASE NOTE: the company doesn’t currently have a sponsorship licence. You must be security clearable, meaning you have lived in the UK consistently for the last 5 years.

If you are interested in this role, please apply with your CV through this site.

DISCLAIMER: No terminology in this advert is intended to discriminate on the grounds of age, sex, race, religion or belief, disability, pregnancy and maternity, marriage and civil partnership, visa status, nationality, sexual orientation, gender, and/or gender reassignment, and we confirm that we are happy to accept applications from anyone for this role. Attis Global Ltd operates as an employment agency and employment business. More information can be found at attisglobal.com.",,,False,,,fulltime,https://www.adzuna.co.uk/jobs/details/4989219954?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Southampton,,,"Senior Data Engineer - Snowflake, dbt"
Digital Pursuit Limited,,,"```html

About the role

Full job description

Data Engineer | Python | SQL | ETL | AWS | Airflow | CI/CD

Senior Data Engineer - Up to £85,000

Birmingham / London - Hybrid-working

Data consultancy scale-up

Are you an experienced Data Engineer? Do you want to have the opportunity...

```",,,False,,,fulltime,https://java.works-hub.com/jobs/senior-data-engineer-afc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Birmingham,,,Senior Data Engineer in Birmingham - Digital Pursuit Limited
