antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Data Analyst', 'by employers'})","frozenset({'0.0', '1.0'})",0.03668122270742358,0.8812227074235808,0.03668122270742358,1.0,1.134786917740337,1.0,0.004356896321580442,inf,0.12330009066183135,0.04162537165510406,1.0,0.520812685827552
"frozenset({'by employers', '1.0'})","frozenset({'0.0', 'Data Analyst'})",0.03668122270742358,0.39039301310043667,0.03668122270742358,1.0,2.5615212527964206,1.0,0.02236112965046433,inf,0.6328195829555757,0.09395973154362415,1.0,0.5469798657718121
frozenset({'by employers'}),"frozenset({'0.0', 'Data Analyst', '1.0'})",0.03668122270742358,0.3807860262008734,0.03668122270742358,1.0,2.6261467889908254,1.0,0.022713525676474514,inf,0.642792384406165,0.09633027522935779,1.0,0.5481651376146789
"frozenset({'0.0', 'Data Analyst', '1.0'})",frozenset({'data analyst'}),0.3807860262008734,0.05152838427947598,0.05152838427947598,0.1353211009174312,2.626146788990826,1.0,0.03190709559314277,1.0969061656608712,0.9999999999999998,0.1353211009174312,0.08834499129876493,0.5676605504587156
"frozenset({'0.0', 'Data Analyst', 'data analyst'})",frozenset({'1.0'}),0.05152838427947598,0.8812227074235808,0.05152838427947598,1.0,1.134786917740337,1.0,0.006120401975553483,inf,0.12523020257826897,0.05847373637264618,1.0,0.5292368681863231
"frozenset({'0.0', 'data analyst', '1.0'})",frozenset({'Data Analyst'}),0.05152838427947598,0.39039301310043667,0.05152838427947598,1.0,2.5615212527964206,1.0,0.03141206308041418,inf,0.6427255985267035,0.1319910514541387,1.0,0.5659955257270693
"frozenset({'Data Analyst', 'data analyst', '1.0'})",frozenset({'0.0'}),0.05152838427947598,1.0,0.05152838427947598,1.0,1.0,1.0,0.0,inf,0.0,0.05152838427947598,0.0,0.525764192139738
"frozenset({'0.0', 'Data Analyst'})","frozenset({'data analyst', '1.0'})",0.39039301310043667,0.05152838427947598,0.05152838427947598,0.1319910514541387,2.5615212527964206,1.0,0.03141206308041418,1.0926979696574077,1.0,0.1319910514541387,0.08483402754603021,0.5659955257270693
"frozenset({'0.0', 'data analyst'})","frozenset({'Data Analyst', '1.0'})",0.05152838427947598,0.3807860262008734,0.05152838427947598,1.0,2.6261467889908254,1.0,0.03190709559314277,inf,0.6528545119705341,0.1353211009174312,1.0,0.5676605504587156
"frozenset({'Data Analyst', '1.0'})","frozenset({'0.0', 'data analyst'})",0.3807860262008734,0.05152838427947598,0.05152838427947598,0.1353211009174312,2.626146788990826,1.0,0.03190709559314277,1.0969061656608712,0.9999999999999998,0.1353211009174312,0.08834499129876493,0.5676605504587156
"frozenset({'Data Analyst', 'data analyst'})","frozenset({'0.0', '1.0'})",0.05152838427947598,0.8812227074235808,0.05152838427947598,1.0,1.134786917740337,1.0,0.006120401975553483,inf,0.12523020257826897,0.05847373637264618,1.0,0.5292368681863231
"frozenset({'data analyst', '1.0'})","frozenset({'0.0', 'Data Analyst'})",0.05152838427947598,0.39039301310043667,0.05152838427947598,1.0,2.5615212527964206,1.0,0.03141206308041418,inf,0.6427255985267035,0.1319910514541387,1.0,0.5659955257270693
frozenset({'Data Analyst'}),"frozenset({'0.0', 'data analyst', '1.0'})",0.39039301310043667,0.05152838427947598,0.05152838427947598,0.1319910514541387,2.5615212527964206,1.0,0.03141206308041418,1.0926979696574077,1.0,0.1319910514541387,0.08483402754603021,0.5659955257270693
frozenset({'data analyst'}),"frozenset({'0.0', 'Data Analyst', '1.0'})",0.05152838427947598,0.3807860262008734,0.05152838427947598,1.0,2.6261467889908254,1.0,0.03190709559314277,inf,0.6528545119705341,0.1353211009174312,1.0,0.5676605504587156
"frozenset({'0.0', 'Data Analyst', 'data analyst - 35p cryptologic linguist'})",frozenset({'1.0'}),0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'0.0', '1.0', 'data analyst - 35p cryptologic linguist'})",frozenset({'Data Analyst'}),0.022707423580786028,0.39039301310043667,0.022707423580786028,1.0,2.5615212527964206,1.0,0.013842604069335063,inf,0.6237712243074174,0.05816554809843401,1.0,0.529082774049217
"frozenset({'Data Analyst', '1.0', 'data analyst - 35p cryptologic linguist'})",frozenset({'0.0'}),0.022707423580786028,1.0,0.022707423580786028,1.0,1.0,1.0,0.0,inf,0.0,0.022707423580786028,0.0,0.511353711790393
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})","frozenset({'Data Analyst', '1.0'})",0.022707423580786028,0.3807860262008734,0.022707423580786028,1.0,2.6261467889908254,1.0,0.014060753990198509,inf,0.6336014298480785,0.05963302752293578,1.0,0.5298165137614679
"frozenset({'Data Analyst', 'data analyst - 35p cryptologic linguist'})","frozenset({'0.0', '1.0'})",0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'1.0', 'data analyst - 35p cryptologic linguist'})","frozenset({'0.0', 'Data Analyst'})",0.022707423580786028,0.39039301310043667,0.022707423580786028,1.0,2.5615212527964206,1.0,0.013842604069335063,inf,0.6237712243074174,0.05816554809843401,1.0,0.529082774049217
frozenset({'data analyst - 35p cryptologic linguist'}),"frozenset({'0.0', 'Data Analyst', '1.0'})",0.022707423580786028,0.3807860262008734,0.022707423580786028,1.0,2.6261467889908254,1.0,0.014060753990198509,inf,0.6336014298480785,0.05963302752293578,1.0,0.5298165137614679
"frozenset({'0.0', 'Data Analyst', 'los angeles, ca'})",frozenset({'1.0'}),0.025327510917030567,0.8812227074235808,0.025327510917030567,1.0,1.134786917740337,1.0,0.0030083331744245913,inf,0.12186379928315412,0.028741328047571853,1.0,0.514370664023786
"frozenset({'0.0', '1.0', 'los angeles, ca'})",frozenset({'Data Analyst'}),0.03755458515283843,0.39039301310043667,0.025327510917030567,0.6744186046511628,1.7275375890952605,1.0,0.010666463263477048,1.8723643169058013,0.4375743162901307,0.06290672451193058,0.4659159059105751,0.36964778107278495
"frozenset({'Data Analyst', '1.0', 'los angeles, ca'})",frozenset({'0.0'}),0.025327510917030567,1.0,0.025327510917030567,1.0,1.0,1.0,0.0,inf,0.0,0.025327510917030567,0.0,0.5126637554585153
"frozenset({'0.0', 'los angeles, ca'})","frozenset({'Data Analyst', '1.0'})",0.03755458515283843,0.3807860262008734,0.025327510917030567,0.6744186046511628,1.7711222530403241,1.0,0.011027249671058902,1.9018714909544603,0.45237499217723254,0.06444444444444444,0.47420211893593983,0.37046618305952633
"frozenset({'Data Analyst', 'los angeles, ca'})","frozenset({'0.0', '1.0'})",0.025327510917030567,0.8812227074235808,0.025327510917030567,1.0,1.134786917740337,1.0,0.0030083331744245913,inf,0.12186379928315412,0.028741328047571853,1.0,0.514370664023786
"frozenset({'1.0', 'los angeles, ca'})","frozenset({'0.0', 'Data Analyst'})",0.03755458515283843,0.39039301310043667,0.025327510917030567,0.6744186046511628,1.7275375890952605,1.0,0.010666463263477048,1.8723643169058013,0.4375743162901307,0.06290672451193058,0.4659159059105751,0.36964778107278495
"frozenset({'los angeles, ca'})","frozenset({'0.0', 'Data Analyst', '1.0'})",0.03755458515283843,0.3807860262008734,0.025327510917030567,0.6744186046511628,1.7711222530403241,1.0,0.011027249671058902,1.9018714909544603,0.45237499217723254,0.06444444444444444,0.47420211893593983,0.37046618305952633
"frozenset({'0.0', 'Data Analyst', 'new york, ny'})",frozenset({'1.0'}),0.01222707423580786,0.8812227074235808,0.01222707423580786,1.0,1.134786917740337,1.0,0.0014522987738601473,inf,0.12024756852343056,0.013875123885034688,1.0,0.5069375619425174
"frozenset({'0.0', '1.0', 'new york, ny'})",frozenset({'Data Analyst'}),0.04716157205240175,0.39039301310043667,0.01222707423580786,0.25925925925925924,0.6640981025768498,1.0,-0.0061844739802826044,0.8229694323144104,-0.3467624668548457,0.028747433264887066,-0.21511196009763348,0.1452895848869003
"frozenset({'Data Analyst', '1.0', 'new york, ny'})",frozenset({'0.0'}),0.01222707423580786,1.0,0.01222707423580786,1.0,1.0,1.0,0.0,inf,0.0,0.01222707423580786,0.0,0.506113537117904
"frozenset({'0.0', 'new york, ny'})","frozenset({'Data Analyst', '1.0'})",0.048034934497816595,0.3807860262008734,0.01222707423580786,0.2545454545454545,0.6684737281067555,1.0,-0.006063957590434967,0.8306528916817553,-0.3425247738043947,0.029350104821802937,-0.20387229131939996,0.1433277731442869
"frozenset({'Data Analyst', 'new york, ny'})","frozenset({'0.0', '1.0'})",0.01222707423580786,0.8812227074235808,0.01222707423580786,1.0,1.134786917740337,1.0,0.0014522987738601473,inf,0.12024756852343056,0.013875123885034688,1.0,0.5069375619425174
"frozenset({'1.0', 'new york, ny'})","frozenset({'0.0', 'Data Analyst'})",0.04716157205240175,0.39039301310043667,0.01222707423580786,0.25925925925925924,0.6640981025768498,1.0,-0.0061844739802826044,0.8229694323144104,-0.3467624668548457,0.028747433264887066,-0.21511196009763348,0.1452895848869003
"frozenset({'new york, ny'})","frozenset({'0.0', 'Data Analyst', '1.0'})",0.048034934497816595,0.3807860262008734,0.01222707423580786,0.2545454545454545,0.6684737281067555,1.0,-0.006063957590434967,0.8306528916817553,-0.3425247738043947,0.029350104821802937,-0.20387229131939996,0.1433277731442869
"frozenset({'0.0', 'san diego, ca', 'Data Analyst'})",frozenset({'1.0'}),0.017467248908296942,0.8812227074235808,0.017467248908296942,1.0,1.134786917740337,1.0,0.002074712534085926,inf,0.12088888888888895,0.019821605550049554,1.0,0.5099108027750248
"frozenset({'0.0', 'san diego, ca', '1.0'})",frozenset({'Data Analyst'}),0.025327510917030567,0.39039301310043667,0.017467248908296942,0.689655172413793,1.7665663812389105,1.0,0.007579565607063176,1.9642891800097035,0.4452060931899641,0.043859649122807015,0.4909099891315087,0.36719895086014037
"frozenset({'Data Analyst', 'san diego, ca', '1.0'})",frozenset({'0.0'}),0.017467248908296942,1.0,0.017467248908296942,1.0,1.0,1.0,0.0,inf,0.0,0.017467248908296942,0.0,0.5087336244541485
"frozenset({'0.0', 'san diego, ca'})","frozenset({'Data Analyst', '1.0'})",0.028820960698689956,0.3807860262008734,0.017467248908296942,0.6060606060606061,1.5916041145398943,1.0,0.0064926298125512465,1.571850856567014,0.38273381294964026,0.04454342984409799,0.3638073257255203,0.3259660828468168
"frozenset({'Data Analyst', 'san diego, ca'})","frozenset({'0.0', '1.0'})",0.017467248908296942,0.8812227074235808,0.017467248908296942,1.0,1.134786917740337,1.0,0.002074712534085926,inf,0.12088888888888895,0.019821605550049554,1.0,0.5099108027750248
"frozenset({'san diego, ca', '1.0'})","frozenset({'0.0', 'Data Analyst'})",0.025327510917030567,0.39039301310043667,0.017467248908296942,0.689655172413793,1.7665663812389105,1.0,0.007579565607063176,1.9642891800097035,0.4452060931899641,0.043859649122807015,0.4909099891315087,0.36719895086014037
"frozenset({'san diego, ca'})","frozenset({'0.0', 'Data Analyst', '1.0'})",0.028820960698689956,0.3807860262008734,0.017467248908296942,0.6060606060606061,1.5916041145398943,1.0,0.0064926298125512465,1.571850856567014,0.38273381294964026,0.04454342984409799,0.3638073257255203,0.3259660828468168
"frozenset({'0.0', 'senior data analyst', 'Data Analyst'})",frozenset({'1.0'}),0.014847161572052401,0.8812227074235808,0.014847161572052401,1.0,1.134786917740337,1.0,0.0017635056539730357,inf,0.12056737588652477,0.01684836471754212,1.0,0.5084241823587711
"frozenset({'0.0', 'senior data analyst', '1.0'})",frozenset({'Data Analyst'}),0.014847161572052401,0.39039301310043667,0.014847161572052401,1.0,2.5615212527964206,1.0,0.009050933429949847,inf,0.6187943262411346,0.03803131991051454,1.0,0.5190156599552572
"frozenset({'Data Analyst', 'senior data analyst', '1.0'})",frozenset({'0.0'}),0.014847161572052401,1.0,0.014847161572052401,1.0,1.0,1.0,0.0,inf,0.0,0.014847161572052401,0.0,0.5074235807860262
"frozenset({'0.0', 'senior data analyst'})","frozenset({'Data Analyst', '1.0'})",0.014847161572052401,0.3807860262008734,0.014847161572052401,1.0,2.6261467889908254,1.0,0.009193569916668256,inf,0.6285460992907801,0.03899082568807339,1.0,0.5194954128440367
"frozenset({'Data Analyst', 'senior data analyst'})","frozenset({'0.0', '1.0'})",0.014847161572052401,0.8812227074235808,0.014847161572052401,1.0,1.134786917740337,1.0,0.0017635056539730357,inf,0.12056737588652477,0.01684836471754212,1.0,0.5084241823587711
"frozenset({'senior data analyst', '1.0'})","frozenset({'0.0', 'Data Analyst'})",0.014847161572052401,0.39039301310043667,0.014847161572052401,1.0,2.5615212527964206,1.0,0.009050933429949847,inf,0.6187943262411346,0.03803131991051454,1.0,0.5190156599552572
frozenset({'senior data analyst'}),"frozenset({'0.0', 'Data Analyst', '1.0'})",0.014847161572052401,0.3807860262008734,0.014847161572052401,1.0,2.6261467889908254,1.0,0.009193569916668256,inf,0.6285460992907801,0.03899082568807339,1.0,0.5194954128440367
"frozenset({'0.0', 'Data Analyst', 'synergisticit'})",frozenset({'1.0'}),0.010480349344978166,0.8812227074235808,0.010480349344978166,1.0,1.134786917740337,1.0,0.0012448275204515555,inf,0.12003530450132396,0.011892963330029732,1.0,0.5059464816650149
"frozenset({'0.0', 'synergisticit', '1.0'})",frozenset({'Data Analyst'}),0.013100436681222707,0.39039301310043667,0.010480349344978166,0.8,2.0492170022371368,1.0,0.005366030396064148,3.0480349344978173,0.5188053097345133,0.02666666666666667,0.6719197707736391,0.4134228187919463
"frozenset({'Data Analyst', 'synergisticit', '1.0'})",frozenset({'0.0'}),0.010480349344978166,1.0,0.010480349344978166,1.0,1.0,1.0,0.0,inf,0.0,0.010480349344978167,0.0,0.505240174672489
"frozenset({'0.0', 'synergisticit'})","frozenset({'Data Analyst', '1.0'})",0.013100436681222707,0.3807860262008734,0.010480349344978166,0.8,2.1009174311926606,1.0,0.005491886119639213,3.096069868995634,0.5309734513274336,0.02733485193621868,0.6770098730606489,0.41376146788990825
"frozenset({'Data Analyst', 'synergisticit'})","frozenset({'0.0', '1.0'})",0.010480349344978166,0.8812227074235808,0.010480349344978166,1.0,1.134786917740337,1.0,0.0012448275204515555,inf,0.12003530450132396,0.011892963330029732,1.0,0.5059464816650149
"frozenset({'synergisticit', '1.0'})","frozenset({'0.0', 'Data Analyst'})",0.013100436681222707,0.39039301310043667,0.010480349344978166,0.8,2.0492170022371368,1.0,0.005366030396064148,3.0480349344978173,0.5188053097345133,0.02666666666666667,0.6719197707736391,0.4134228187919463
frozenset({'synergisticit'}),"frozenset({'0.0', 'Data Analyst', '1.0'})",0.013100436681222707,0.3807860262008734,0.010480349344978166,0.8,2.1009174311926606,1.0,0.005491886119639213,3.096069868995634,0.5309734513274336,0.02733485193621868,0.6770098730606489,0.41376146788990825
"frozenset({'0.0', '1.0', 'data engineer'})",frozenset({'Data Engineer'}),0.04279475982532751,0.10393013100436681,0.04279475982532751,1.0,9.621848739495798,1.0,0.038347094830380804,inf,0.9361313868613137,0.411764705882353,1.0,0.7058823529411764
"frozenset({'0.0', 'data engineer', 'Data Engineer'})",frozenset({'1.0'}),0.0462882096069869,0.8812227074235808,0.04279475982532751,0.9245283018867924,1.049142622061821,1.0,0.0020045384336683097,1.5737991266375528,0.0491141511549674,0.04837117472852912,0.3645948945615975,0.4865456177422069
"frozenset({'0.0', '1.0', 'Data Engineer'})",frozenset({'data engineer'}),0.09344978165938865,0.0462882096069869,0.04279475982532751,0.4579439252336448,9.893316875330628,1.0,0.03846913674415057,1.7594338202078,0.9915850733356928,0.4414414414414415,0.4316353428502961,0.6912361135602185
"frozenset({'Data Engineer', '1.0', 'data engineer'})",frozenset({'0.0'}),0.04279475982532751,1.0,0.04279475982532751,1.0,1.0,1.0,0.0,inf,0.0,0.04279475982532751,0.0,0.5213973799126638
"frozenset({'0.0', 'data engineer'})","frozenset({'Data Engineer', '1.0'})",0.0462882096069869,0.09344978165938865,0.04279475982532751,0.9245283018867924,9.893316875330628,1.0,0.03846913674415057,12.011790393013085,0.9425506466322792,0.4414414414414415,0.9167484640273383,0.6912361135602185
"frozenset({'0.0', 'Data Engineer'})","frozenset({'1.0', 'data engineer'})",0.10393013100436681,0.04279475982532751,0.04279475982532751,0.4117647058823529,9.621848739495798,1.0,0.038347094830380804,1.627248908296943,0.9999999999999998,0.411764705882353,0.3854658651781881,0.7058823529411764
"frozenset({'1.0', 'data engineer'})","frozenset({'0.0', 'Data Engineer'})",0.04279475982532751,0.10393013100436681,0.04279475982532751,1.0,9.621848739495798,1.0,0.038347094830380804,inf,0.9361313868613137,0.411764705882353,1.0,0.7058823529411764
"frozenset({'Data Engineer', 'data engineer'})","frozenset({'0.0', '1.0'})",0.0462882096069869,0.8812227074235808,0.04279475982532751,0.9245283018867924,1.049142622061821,1.0,0.0020045384336683097,1.5737991266375528,0.0491141511549674,0.04837117472852912,0.3645948945615975,0.4865456177422069
"frozenset({'Data Engineer', '1.0'})","frozenset({'0.0', 'data engineer'})",0.09344978165938865,0.0462882096069869,0.04279475982532751,0.4579439252336448,9.893316875330628,1.0,0.03846913674415057,1.7594338202078,0.9915850733356928,0.4414414414414415,0.4316353428502961,0.6912361135602185
frozenset({'data engineer'}),"frozenset({'0.0', '1.0', 'Data Engineer'})",0.0462882096069869,0.09344978165938865,0.04279475982532751,0.9245283018867924,9.893316875330628,1.0,0.03846913674415057,12.011790393013085,0.9425506466322792,0.4414414414414415,0.9167484640273383,0.6912361135602185
frozenset({'Data Engineer'}),"frozenset({'0.0', '1.0', 'data engineer'})",0.10393013100436681,0.04279475982532751,0.04279475982532751,0.4117647058823529,9.621848739495798,1.0,0.038347094830380804,1.627248908296943,0.9999999999999998,0.411764705882353,0.3854658651781881,0.7058823529411764
"frozenset({'0.0', '1.0', 'Data Engineer'})",frozenset({'senior data engineer'}),0.09344978165938865,0.01222707423580786,0.010480349344978166,0.11214953271028037,9.172229639519358,1.0,0.009337731927308785,1.112544242702827,0.9828195247270393,0.11009174311926605,0.1011593412495765,0.48464619492656874
"frozenset({'0.0', '1.0', 'senior data engineer'})",frozenset({'Data Engineer'}),0.010480349344978166,0.10393013100436681,0.010480349344978166,1.0,9.621848739495798,1.0,0.009391125264583055,inf,0.9055604589585172,0.10084033613445378,1.0,0.5504201680672269
"frozenset({'0.0', 'senior data engineer', 'Data Engineer'})",frozenset({'1.0'}),0.01222707423580786,0.8812227074235808,0.010480349344978166,0.8571428571428571,0.9726745009202887,1.0,-0.0002944261169695473,0.8314410480349343,-0.02765439174666863,0.011869436201780416,-0.2027310924369751,0.4345179102364434
"frozenset({'Data Engineer', '1.0', 'senior data engineer'})",frozenset({'0.0'}),0.010480349344978166,1.0,0.010480349344978166,1.0,1.0,1.0,0.0,inf,0.0,0.010480349344978167,0.0,0.505240174672489
"frozenset({'0.0', 'Data Engineer'})","frozenset({'senior data engineer', '1.0'})",0.10393013100436681,0.010480349344978166,0.010480349344978166,0.10084033613445378,9.621848739495798,1.0,0.009391125264583055,1.1004938170836223,1.0,0.10084033613445378,0.09131702107144711,0.5504201680672269
"frozenset({'0.0', 'senior data engineer'})","frozenset({'Data Engineer', '1.0'})",0.01222707423580786,0.09344978165938865,0.010480349344978166,0.8571428571428571,9.172229639519358,1.0,0.009337731927308785,6.345851528384277,0.9020041261420573,0.11009174311926605,0.8424167354803193,0.48464619492656874
"frozenset({'Data Engineer', '1.0'})","frozenset({'0.0', 'senior data engineer'})",0.09344978165938865,0.01222707423580786,0.010480349344978166,0.11214953271028037,9.172229639519358,1.0,0.009337731927308785,1.112544242702827,0.9828195247270393,0.11009174311926605,0.1011593412495765,0.48464619492656874
"frozenset({'senior data engineer', '1.0'})","frozenset({'0.0', 'Data Engineer'})",0.010480349344978166,0.10393013100436681,0.010480349344978166,1.0,9.621848739495798,1.0,0.009391125264583055,inf,0.9055604589585172,0.10084033613445378,1.0,0.5504201680672269
"frozenset({'Data Engineer', 'senior data engineer'})","frozenset({'0.0', '1.0'})",0.01222707423580786,0.8812227074235808,0.010480349344978166,0.8571428571428571,0.9726745009202887,1.0,-0.0002944261169695473,0.8314410480349343,-0.02765439174666863,0.011869436201780416,-0.2027310924369751,0.4345179102364434
frozenset({'Data Engineer'}),"frozenset({'0.0', '1.0', 'senior data engineer'})",0.10393013100436681,0.010480349344978166,0.010480349344978166,0.10084033613445378,9.621848739495798,1.0,0.009391125264583055,1.1004938170836223,1.0,0.10084033613445378,0.09131702107144711,0.5504201680672269
frozenset({'senior data engineer'}),"frozenset({'0.0', '1.0', 'Data Engineer'})",0.01222707423580786,0.09344978165938865,0.010480349344978166,0.8571428571428571,9.172229639519358,1.0,0.009337731927308785,6.345851528384277,0.9020041261420573,0.11009174311926605,0.8424167354803193,0.48464619492656874
"frozenset({'0.0', 'Data Scientist', 'atlanta, ga'})",frozenset({'1.0'}),0.011353711790393014,0.8812227074235808,0.011353711790393014,1.0,1.134786917740337,1.0,0.0013485631471558523,inf,0.12014134275618384,0.012884043607532212,1.0,0.5064420218037661
"frozenset({'0.0', 'atlanta, ga', '1.0'})",frozenset({'Data Scientist'}),0.0314410480349345,0.5056768558951965,0.011353711790393014,0.3611111111111111,0.7141143734407983,1.0,-0.004545298525962509,0.7737231820770838,-0.29245190420102074,0.02159468438538206,-0.29245190420102085,0.1917818077144502
"frozenset({'atlanta, ga', 'Data Scientist', '1.0'})",frozenset({'0.0'}),0.011353711790393014,1.0,0.011353711790393014,1.0,1.0,1.0,0.0,inf,0.0,0.011353711790393014,0.0,0.5056768558951965
"frozenset({'0.0', 'atlanta, ga'})","frozenset({'Data Scientist', '1.0'})",0.0314410480349345,0.4069868995633188,0.011353711790393014,0.3611111111111111,0.887279446828803,1.0,-0.0014423828683663553,0.9281944180748054,-0.11595535933284282,0.026584867075664622,-0.07736049746359029,0.1945040534096328
"frozenset({'atlanta, ga', 'Data Scientist'})","frozenset({'0.0', '1.0'})",0.011353711790393014,0.8812227074235808,0.011353711790393014,1.0,1.134786917740337,1.0,0.0013485631471558523,inf,0.12014134275618384,0.012884043607532212,1.0,0.5064420218037661
"frozenset({'atlanta, ga', '1.0'})","frozenset({'0.0', 'Data Scientist'})",0.0314410480349345,0.5056768558951965,0.011353711790393014,0.3611111111111111,0.7141143734407983,1.0,-0.004545298525962509,0.7737231820770838,-0.29245190420102074,0.02159468438538206,-0.29245190420102085,0.1917818077144502
"frozenset({'atlanta, ga'})","frozenset({'0.0', 'Data Scientist', '1.0'})",0.0314410480349345,0.4069868995633188,0.011353711790393014,0.3611111111111111,0.887279446828803,1.0,-0.0014423828683663553,0.9281944180748054,-0.11595535933284282,0.026584867075664622,-0.07736049746359029,0.1945040534096328
"frozenset({'0.0', 'Data Scientist', 'boston, ma'})",frozenset({'1.0'}),0.020087336244541485,0.8812227074235808,0.01572052401746725,0.782608695652174,0.8880941095359159,1.0,-0.001980892812875421,0.5463755458515285,-0.11393848988724606,0.01775147928994083,-0.8302429667519177,0.4002240703236093
"frozenset({'0.0', 'boston, ma', '1.0'})",frozenset({'Data Scientist'}),0.01572052401746725,0.5056768558951965,0.01572052401746725,1.0,1.9775474956822108,1.0,0.007771018859289488,inf,0.5022182786157942,0.031088082901554404,1.0,0.5155440414507773
"frozenset({'Data Scientist', 'boston, ma', '1.0'})",frozenset({'0.0'}),0.01572052401746725,1.0,0.01572052401746725,1.0,1.0,1.0,0.0,inf,0.0,0.015720524017467253,0.0,0.5078602620087336
"frozenset({'0.0', 'boston, ma'})","frozenset({'Data Scientist', '1.0'})",0.020087336244541485,0.4069868995633188,0.01572052401746725,0.782608695652174,1.9229333830938609,1.0,0.00754524131881543,2.727860262008734,0.4897999603881956,0.03821656050955414,0.6334123071012359,0.410617652547117
"frozenset({'Data Scientist', 'boston, ma'})","frozenset({'0.0', '1.0'})",0.020087336244541485,0.8812227074235808,0.01572052401746725,0.782608695652174,0.8880941095359159,1.0,-0.001980892812875421,0.5463755458515285,-0.11393848988724606,0.01775147928994083,-0.8302429667519177,0.4002240703236093
"frozenset({'boston, ma', '1.0'})","frozenset({'0.0', 'Data Scientist'})",0.01572052401746725,0.5056768558951965,0.01572052401746725,1.0,1.9775474956822108,1.0,0.007771018859289488,inf,0.5022182786157942,0.031088082901554404,1.0,0.5155440414507773
"frozenset({'boston, ma'})","frozenset({'0.0', 'Data Scientist', '1.0'})",0.020087336244541485,0.4069868995633188,0.01572052401746725,0.782608695652174,1.9229333830938609,1.0,0.00754524131881543,2.727860262008734,0.4897999603881956,0.03821656050955414,0.6334123071012359,0.410617652547117
"frozenset({'0.0', 'Data Scientist', 'cambridge, ma'})",frozenset({'1.0'}),0.03580786026200873,0.8812227074235808,0.023580786026200874,0.6585365853658537,0.7472987019265634,1.0,-0.007973913540931708,0.3478477854023706,-0.25964929710396883,0.026392961876832845,-1.874820659971305,0.3426478764292103
"frozenset({'0.0', 'cambridge, ma', '1.0'})",frozenset({'Data Scientist'}),0.028820960698689956,0.5056768558951965,0.023580786026200874,0.8181818181818182,1.6179934055581724,1.0,0.009006693236208311,2.7187772925764198,0.39328537170263794,0.04615384615384615,0.6321876003854804,0.43240697126707495
"frozenset({'cambridge, ma', 'Data Scientist', '1.0'})",frozenset({'0.0'}),0.023580786026200874,1.0,0.023580786026200874,1.0,1.0,1.0,0.0,inf,0.0,0.023580786026200874,0.0,0.5117903930131005
"frozenset({'0.0', 'cambridge, ma'})","frozenset({'Data Scientist', '1.0'})",0.04104803493449782,0.4069868995633188,0.023580786026200874,0.574468085106383,1.411514930143366,1.0,0.006874773555042811,1.393580786026201,0.3040207785198678,0.05555555555555556,0.2824240904960362,0.31620399963473655
"frozenset({'cambridge, ma', 'Data Scientist'})","frozenset({'0.0', '1.0'})",0.03580786026200873,0.8812227074235808,0.023580786026200874,0.6585365853658537,0.7472987019265634,1.0,-0.007973913540931708,0.3478477854023706,-0.25964929710396883,0.026392961876832845,-1.874820659971305,0.3426478764292103
"frozenset({'cambridge, ma', '1.0'})","frozenset({'0.0', 'Data Scientist'})",0.028820960698689956,0.5056768558951965,0.023580786026200874,0.8181818181818182,1.6179934055581724,1.0,0.009006693236208311,2.7187772925764198,0.39328537170263794,0.04615384615384615,0.6321876003854804,0.43240697126707495
"frozenset({'cambridge, ma'})","frozenset({'0.0', 'Data Scientist', '1.0'})",0.04104803493449782,0.4069868995633188,0.023580786026200874,0.574468085106383,1.411514930143366,1.0,0.006874773555042811,1.393580786026201,0.3040207785198678,0.05555555555555556,0.2824240904960362,0.31620399963473655
"frozenset({'0.0', 'Data Scientist', 'chicago, il'})",frozenset({'1.0'}),0.01921397379912664,0.8812227074235808,0.01834061135371179,0.9545454545454544,1.083205694206685,1.0,0.0014088213420796677,2.6131004366812123,0.07831912818555724,0.02079207920792079,0.6173128342245975,0.4876790701865032
"frozenset({'0.0', 'chicago, il', '1.0'})",frozenset({'Data Scientist'}),0.02445414847161572,0.5056768558951965,0.01834061135371179,0.7499999999999999,1.4831606217616577,1.0,0.005974714440990826,1.977292576419213,0.33393017009847803,0.03583617747440272,0.49425795053003513,0.3931347150259067
"frozenset({'chicago, il', 'Data Scientist', '1.0'})",frozenset({'0.0'}),0.01834061135371179,1.0,0.01834061135371179,1.0,1.0,1.0,0.0,inf,0.0,0.01834061135371179,0.0,0.509170305676856
"frozenset({'0.0', 'chicago, il'})","frozenset({'Data Scientist', '1.0'})",0.02794759825327511,0.4069868995633188,0.01834061135371179,0.6562499999999999,1.6124597639484974,1.0,0.0069663049903701275,1.725129019452163,0.39075001069610227,0.0440251572327044,0.42033321060382894,0.3506571888412017
